"","X","SEZ2011","dep_class_7.x","rand_base","density","spatial_lag","spatial_lag_square","dep11.x","dep01.x","calls","entropy","eigen_cent","page_rank","region_based_rate","commercial","third_places","comm_service","closeness","betweenness","dep01.y","dep11.y","dep_class_3","dep_class_5","dep_class_7"
"112",112,151460003438,2,-0.354348,0.025233,0.038076,0.033086,-1.03089,-0.663617,95635.646912,0.854776,0.00152,0.000254,0.010099,0,0,0,2.90261920587697e-09,1098806.57145089,-0.663617069088579,-1.0308901186862,"2","3","4"
"113",113,151460003379,2,1.463188,0.021513,0.073359,0.011667,0.149874,0.182395,19052.127227,0.835692,0.000256,7.6e-05,0.003206,NA,NA,NA,2.86732630444204e-09,1693567.5739262,0.182395381452944,0.149873922505307,"2","3","4"
"114",114,151460003439,2,-0.243237,0.023431,0.062768,0.07177,-0.991043,-0.971025,40767.864334,0.856663,0.000646,0.000124,0.006188,NA,NA,NA,2.93399632315946e-09,1145699.12966574,-0.971024779444846,-0.991043060201526,"2","3","4"
"115",115,151460002910,2,2.546404,0.034337,0.071632,0.016104,-1.205122,-1.205825,29689.224885,0.829794,0.000449,0.000113,0.005321,0,0.845917,0,3.00598408277819e-09,1150932.12877666,-1.20582452689452,-1.20512156630328,"2","3","3"
"116",116,151460003260,2,-1.206047,0.020862,0.050272,-0.060187,-1.333883,-1.199722,8278.492867,0.83141,0.000105,4.8e-05,0.002793,NA,NA,NA,2.83498199696759e-09,469638.343320012,-1.19972207767822,-1.33388323992722,"2","3","3"
"117",117,151460003255,2,0.175199,0.003963,-0.763926,-0.764035,-0.970184,-0.764035,168010.257762,0.81678,0.002044,0.00045,0.02985,0,0,0,2.81515315323393e-09,530509.112033162,-0.764034526551509,-0.970183634942946,"2","3","4"
"118",118,151460003144,2,0.065778,0.019485,0.1044,0.388984,0.131433,-0.883556,32516.093372,0.862609,0.000538,9.9e-05,0.004653,NA,NA,NA,2.73358234983742e-09,930674.370109872,-0.883555590171904,0.131432592518151,"2","3","4"
"119",119,151460002176,2,-0.187954,0.003638,0.057093,0.062627,0.30234,1.832534,81384.00686,0.890457,0.001186,0.000186,0.009838,0,0.288492,0.908189,3.18018475539731e-09,741083.088989284,1.83253419373657,0.302340220423384,"2","3","4"
"120",120,151460002161,2,-0.265911,0.010592,0.080169,0.293569,0.250387,-0.686752,161519.863816,0.862638,0.002404,0.000399,0.021824,0,0,0.505758,2.9761918729852e-09,1733501.22493997,-0.686752449550262,0.25038680094741,"2","3","4"
"121",121,151460002615,2,0.377652,0.010678,0.054234,-0.007247,-1.029394,0.571917,132427.598881,0.882871,0.001976,0.000287,0.00905,1.561045,0,0,3.21010565830512e-09,1244690.27027047,0.571917096923648,-1.02939428671378,"2","3","4"
"122",122,151460002770,2,0.330696,0.003842,0.06476,0.084072,0.186947,-1.118537,28518.615646,0.844968,0.00043,9.3e-05,0.004014,NA,NA,NA,2.76312792498999e-09,663294.1719565,-1.11853749953917,0.186946776073471,"2","3","4"
"123",123,151460002085,2,-0.921432,0.030193,0.06337,-0.016592,0.481693,0.533855,19038.672361,0.860735,0.000267,6.9e-05,0.006206,0,0,0,2.96513706688802e-09,680391.396924396,0.533855212720714,0.481693077252748,"2","3","4"
"124",124,151460002170,2,-0.567237,0.017257,0.058221,0.00016,0.34516,0.402274,10372.435463,0.889919,0.000127,4.3e-05,0.001029,NA,NA,NA,3.1595340427987e-09,1429001.6721935,0.402273946180397,0.34515965271424,"2","3","4"
"125",125,151460000584,2,-0.619901,0.01524,0.048252,-0.084814,0.148157,0.302368,128252.17523,0.862941,0.002107,0.000302,0.008381,NA,NA,NA,3.1351222379064e-09,1487490.72357873,0.302368462930716,0.148156705673373,"2","3","4"
"126",126,151460002566,2,0.057526,0.008053,0.057891,0.076948,1.363689,1.956462,3322.965649,0.792825,4.5e-05,3.6e-05,0.000992,NA,NA,NA,2.80223842041039e-09,721463.316400961,1.9564620197463,1.36368937163718,"2","3","5"
"127",127,151460002754,2,-1.402405,0.022532,0.085684,0.195212,-1.155667,-1.354595,16489.574318,0.83173,0.000235,7.1e-05,0.001926,0,0,0,2.96882578671042e-09,576420.267950034,-1.35459490210639,-1.15566742758429,"2","3","4"
"128",128,151460002177,2,-1.179767,0.032138,0.051951,0.037943,0.247083,-1.051221,14304.064475,0.887529,0.000211,5.3e-05,0.002196,NA,NA,NA,3.11537794768385e-09,779863.134861061,-1.05122102605421,0.247083119329741,"2","3","4"
"129",129,151460002656,2,-0.325181,0.020924,0.063097,0.166453,0.36731,0.41648,32250.009325,0.856398,0.000506,9.5e-05,0.003678,NA,NA,NA,3.14944072223169e-09,1063646.44948565,0.41647987784389,0.367310302369926,"2","3","4"
"130",130,151460002853,2,2.034054,0.012086,0.13551,1.135813,0.281988,0.044121,11746.368532,0.813387,0.000193,5.7e-05,0.002309,NA,NA,NA,2.76475029701271e-09,455819.665716536,0.0441210366757504,0.281987909399099,"2","3","4"
"131",131,151460003437,2,-0.924048,0.026479,0.075449,0.231881,0.206283,-0.79584,53357.897535,0.851707,0.000789,0.00014,0.010267,0.751026,0.630883,2.111538,2.86978820138259e-09,786379.256363841,-0.795840421595948,0.206282907359018,"2","3","4"
"132",132,151460002986,2,1.476484,0.011683,-1.020553,-1.020636,-1.184345,-1.020636,38769.365631,0.837273,0.001119,0.00013,0.005052,NA,NA,NA,2.59818943726833e-09,758489.378291441,-1.02063586851157,-1.18434453162625,"2","3","3"
"133",133,151460002663,2,-0.365558,0.011453,0.062701,-0.069493,0.131471,0.654655,63176.668991,0.840315,0.000925,0.00016,0.006549,0,1.677617,0,3.29167512507992e-09,2467708.06712676,0.654654612660881,0.131471059589414,"2","3","4"
"134",134,151460003195,2,-0.157848,0.005084,-1.268995,-1.269102,-1.393469,-1.269102,54094.577265,0.845223,0.000805,0.000161,0.003911,NA,NA,NA,2.82385861088605e-09,496712.498273778,-1.26910234736147,-1.39346854759738,"2","3","3"
"135",135,151460003541,2,0.086161,0.029036,0.088633,0.233137,0.403205,0.494657,40413.881939,0.852226,0.000578,0.000135,0.006153,0,0,0,3.04913519873293e-09,902738.088969942,0.494656937856071,0.403204940789113,"2","3","4"
"136",136,151460002978,2,1.210299,0.026423,0.053741,-0.029167,-1.031682,0.404697,1562.22929,0.824182,2.8e-05,2.8e-05,0.000274,NA,NA,NA,2.84842938000255e-09,1115107.82915629,0.404696807230658,-1.03168162897432,"2","3","4"
"137",137,151460002932,NA,-0.314735,0,0.075199,0.127279,NA,NA,150453.70645,0.828923,0.002171,0.000437,0.015391,NA,NA,NA,2.9369444172057e-09,1424347.65325574,NA,NA,NA,NA,NA
"138",138,151460003165,2,0.48309,0.030162,0.088305,0.291292,-1.087717,-0.853412,78396.365406,0.857531,0.001314,0.000214,0.006111,0,3.093408,0,3.07959344014675e-09,1494454.95791264,-0.853411693489727,-1.08771731902171,"2","3","4"
"139",139,151460002489,2,-2.190742,0.028988,-0.708197,-0.708295,0.399035,-0.708295,9966.172156,0.847776,0.000145,4.8e-05,0.001834,NA,NA,NA,2.92976966901458e-09,272153.602266835,-0.708294768855793,0.399035440999015,"2","3","4"
"140",140,151460002552,2,0.670696,0.014991,0.613627,0.61367,-0.936971,0.61367,27873.620365,0.826473,0.000413,1e-04,0.004704,1.045963,0.422958,0,2.94242122349339e-09,1111557.02539671,0.613670440170151,-0.936970724968486,"2","3","4"
"141",141,151460002123,2,0.041413,0.012745,0.09028,0.213756,-1.412938,-0.892145,15248.693695,0.86981,0.000241,5.9e-05,0.002448,NA,NA,NA,3.07533674962998e-09,1569236.73639685,-0.8921454385627,-1.41293826550487,"2","3","3"
"142",142,151460002878,2,-1.394244,0.020003,0.085659,0.524129,0.130112,0.03744,31757.738756,0.832144,0.000518,0.000105,0.005955,NA,NA,NA,3.050186209238e-09,327952.686044354,0.0374400436728233,0.130111916868979,"2","3","4"
"143",143,151460006089,NA,-0.159383,0,0.056648,-0.000991,NA,NA,148709.018445,0.787251,0.002107,0.000439,0.097222,3.12209,0,0,2.59845726527076e-09,1051515.88501282,NA,NA,NA,NA,NA
"144",144,151460006086,2,-0.112256,0.004644,0.076361,0.218149,-1.073262,NA,364447.869767,0.839834,0.005892,0.000854,0.036711,1.050766,0,0,3.00640129941478e-09,599030.965915665,NA,-1.07326237577071,"2","3","4"
"145",145,151460002577,2,-0.185857,0.025108,0.057506,0.045185,-1.255379,-1.340459,22473.497068,0.826344,0.000349,8.9e-05,0.002806,NA,NA,NA,2.76715430800013e-09,815833.668203039,-1.34045866420672,-1.25537942908404,"2","3","3"
"146",146,151460000198,2,1.160213,0.006767,0.083285,0.169013,0.28081,0.609782,103417.745728,0.862974,0.002102,0.000229,0.010612,1.359856,0.140986,0.084293,3.03152706578876e-09,1704826.64041164,0.609781820366087,0.28080963166171,"2","3","4"
"147",147,151460002931,NA,0.625956,0,0.07092,0.338282,NA,NA,492584.258322,0.800356,0.008261,0.001399,0.102011,NA,NA,NA,2.83258175922414e-09,875768.268975383,NA,NA,NA,NA,NA
"148",148,151460002862,NA,0.4304,0,0.083029,0.130066,NA,NA,5842.61601,0.816059,0.000102,4.1e-05,0.001791,NA,NA,NA,2.78517352167686e-09,701863.285702004,NA,NA,NA,NA,NA
"149",149,151460000555,2,0.345658,0.013244,-1.072582,-1.07267,0.028811,-1.07267,24917.408341,0.837984,0.000654,8e-05,0.007423,0,0,4.120075,3.13966534184015e-09,946221.987988571,-1.07266963166167,0.0288108120188587,"2","3","4"
"150",150,151460002565,2,-0.667379,0.029044,0.071057,0.036009,-0.904905,-0.720687,27510.02946,0.791835,0.00041,0.000121,0.00824,NA,NA,NA,2.80541298157134e-09,648140.150936509,-0.720687435998472,-0.904905155334892,"2","3","4"
"151",151,151460002604,2,1.49855,0.020087,0.046584,-0.014514,0.306589,-1.066526,61909.796336,0.892622,0.000814,0.000135,0.003229,0,0.576984,0,3.07669129530874e-09,1436353.35559415,-1.06652635370797,0.306588540236059,"2","3","4"
"152",152,151460002153,2,-0.977547,0.023863,0.046958,-0.052256,0.371244,0.710386,17858.00902,0.887674,0.000267,5.9e-05,0.002707,NA,NA,NA,3.09822747472582e-09,637899.005658159,0.710385679041302,0.37124357684559,"2","3","4"
"153",153,151460002480,2,1.780963,0.032679,0.087865,0.558404,-1.589571,0.517901,41238.225518,0.841965,0.000595,0.000125,0.006877,NA,NA,NA,2.8767531751e-09,781994.954423711,0.517900664727347,-1.5895714355423,"2","2","2"
"154",154,151460000201,2,0.346909,0.014088,0.03503,-0.186772,0.246738,0.522158,166522.344105,0.861466,0.003436,0.000375,0.007927,0.997681,0.41122,0.489691,2.57395683963978e-09,1694888.89008404,0.522157702484883,0.246737691543256,"2","3","4"
"155",155,151460002145,2,-0.454998,0.029277,0.071603,0.072846,0.395626,0.506938,17626.860428,0.882879,0.000235,6e-05,0.004257,0,0.838808,0.158316,2.96468842468521e-09,805392.897348155,0.506937956650371,0.395626171035586,"2","3","4"
"156",156,151460002855,2,-2.243077,0.000928,0.08716,0.399056,0.313477,-0.931004,128840.23667,0.821796,0.002128,0.00038,0.02255,2.091927,0,0,2.69694087600598e-09,473964.192506845,-0.931003952373445,0.313476549655122,"2","3","4"
"157",157,151460002169,2,0.405816,0.024344,-0.83052,-0.830637,-1.116452,-0.830637,19378.632127,0.881973,0.000241,5.9e-05,0.002012,NA,NA,NA,3.03033643156973e-09,1362039.46024759,-0.830637138135839,-1.11645185373589,"2","3","4"
"158",158,151460000207,2,-0.290278,0.004453,0.043545,-0.131454,0.120004,0.42192,114210.678756,0.821785,0.002782,0.000308,0.017437,NA,NA,NA,3.40185349398363e-09,1040284.59256894,0.421919975298033,0.120004351434886,"2","3","4"
"159",159,151460003454,2,0.56363,0.01413,0.03673,-0.214086,0.200051,0.587558,115656.531079,0.861277,0.001843,0.000319,0.00886,0,0,0,2.98077270912272e-09,1299730.78891448,0.587558115432083,0.200051350711895,"2","3","4"
"160",160,151460003327,2,-1.213262,0.012331,0.09065,0.284809,-0.894012,1.846258,40181.98232,0.829385,0.000608,0.000138,0.004256,0,0,0,2.87791389851522e-09,823222.033547168,1.84625825252383,-0.894012138578774,"2","3","4"
"161",161,151460003158,2,-1.260869,0.018102,-0.744735,-0.74483,-0.916691,-0.74483,67253.754679,0.854811,0.001059,0.000185,0.007409,NA,NA,NA,2.78428743151247e-09,861680.71601463,-0.744829528759304,-0.916691126217301,"2","3","4"
"162",162,151460002935,2,-0.466627,0.029708,0.085054,0.167412,-1.237872,-0.946229,47251.808058,0.825097,0.000702,0.00016,0.005785,0,0.576984,0,2.98327180917609e-09,1229092.25834425,-0.946228639894787,-1.23787236254099,"2","3","3"
"163",163,151460003205,2,0.197406,0.012855,0.067053,0.035925,-1.328453,-1.26289,23788.258279,0.831918,0.000265,7.9e-05,0.002755,NA,NA,NA,2.83492807629107e-09,472393.842402478,-1.26288982995029,-1.32845256433803,"2","3","3"
"164",164,151460000317,2,0.997139,0.037747,0.190114,0.190124,-1.463963,0.190124,26441.232803,0.867635,0.000444,8.7e-05,0.001527,NA,NA,NA,3.31233332978365e-09,1414227.55626265,0.190123962214919,-1.46396312746456,"2","3","3"
"165",165,151460003127,2,0.866389,0.034677,0.048144,0.024521,-0.959325,-0.810039,19411.595858,0.841348,0.000329,7.6e-05,0.002046,NA,NA,NA,2.89665473988182e-09,651305.394366535,-0.810039091596653,-0.959325062582924,"2","3","4"
"166",166,151460003331,2,-1.702373,0.022366,0.062078,-0.000648,-0.940007,-0.748882,27054.743979,0.82669,0.000426,0.000101,0.003431,NA,NA,NA,2.75953608178941e-09,821903.503419718,-0.748881581603898,-0.940006976639421,"2","3","4"
"167",167,151460003533,2,-1.485028,0.024005,0.089961,0.217153,-0.95943,0.411135,77083.762837,0.861447,0.00116,0.000235,0.007252,0.360325,0.666628,0,3.10555464723553e-09,1063492.63673487,0.411135209181259,-0.959429638336351,"2","3","4"
"168",168,151460000334,2,-0.039002,0.026471,0.069256,0.100262,0.081172,1.758695,42196.772957,0.857779,0.000728,0.000112,0.005032,NA,NA,NA,3.27486549272154e-09,1880521.45415327,1.75869524464797,0.0811720293014908,"2","3","4"
"169",169,151460002673,2,-0.373171,0.022163,0.07878,0.3024,0.283662,-1.005942,105148.882286,0.863968,0.001672,0.000262,0.007282,2.161949,0,0,3.3046237975043e-09,2310592.6868884,-1.00594198643835,0.283661794782986,"2","3","4"
"170",170,151460002888,2,2.188331,0.006572,0.57549,0.57554,0.301446,0.57554,74370.393602,0.848026,0.001128,0.000208,0.007851,NA,NA,NA,2.96149796620472e-09,1125633.63018962,0.575539653346445,0.30144599747526,"2","3","4"
"171",171,151460002612,2,0.253128,0.027931,0.406412,0.406502,-1.053879,0.406502,35297.934325,0.892397,0.000476,8.5e-05,0.001715,NA,NA,NA,3.10242769767061e-09,1277233.44506118,0.406502162766821,-1.05387939407329,"2","3","4"
"172",172,151460002100,2,0.292856,0.012206,0.568692,0.56873,0.43197,0.56873,47798.033293,0.866205,0.000541,0.00011,0.008379,NA,NA,NA,2.94482779659789e-09,735477.885318638,0.568730286441831,0.431969652265143,"2","3","4"
"173",173,151460002627,2,-0.769896,0.020621,0.062282,0.010668,0.20416,0.291561,42802.845326,0.892138,0.000583,9.9e-05,0.002486,0,1.576926,0,3.11597705892033e-09,1420108.97683291,0.291561144662421,0.204159794473064,"2","3","4"
"174",174,151460002206,2,-0.228357,0.030923,0.081354,0.197709,0.302165,0.544018,15490.979408,0.891108,0.000253,5.7e-05,0.002223,0,0.845917,0,3.11747092143037e-09,973649.863482984,0.544018088955583,0.302165134950762,"2","3","4"
"175",175,151460002766,2,-0.505616,0.021112,-0.969699,-0.969783,-1.029833,-0.969783,42356.522432,0.846211,0.000645,0.000127,0.005306,NA,NA,NA,2.78181788021534e-09,722730.590469669,-0.969782524340281,-1.02983309580735,"2","3","4"
"176",176,151460002129,2,-0.534172,0.018999,0.080937,0.146791,0.454203,0.555701,31850.271968,0.871865,0.00061,0.000101,0.004468,NA,NA,NA,2.93759275161283e-09,1342487.40313714,0.555700661581695,0.454202893818554,"2","3","4"
"177",177,151460002525,2,-0.27948,0.029445,0.053176,-0.030974,-1.047647,-1.066437,44452.966218,0.843503,0.000755,0.000122,0.00741,0,0.999942,0,2.89966822691069e-09,1678417.04120896,-1.06643728257581,-1.04764739121932,"2","3","4"
"178",178,151460002141,2,0.847026,0.016588,0.066069,0.140388,-0.937393,-0.891205,24022.609037,0.884149,0.000355,7.5e-05,0.004164,0,0.999942,0,2.81151858777411e-09,685396.965626778,-0.891204702864088,-0.937392715876082,"2","3","4"
"179",179,151460002814,2,1.670819,0.000226,5e-06,0,1.710089,NA,30337.025552,0.80288,0.000485,0.000111,0.006903,NA,NA,NA,2.68694431718809e-09,467146.93962678,NA,1.71008902539356,"2","3","5"
"180",180,151460002126,2,-2.247282,0.023904,1.893763,1.893925,0.122182,1.893925,14358.27905,0.870408,0.000232,5.6e-05,0.002069,NA,NA,NA,3.13591119049068e-09,1830725.51394968,1.8939251973636,0.12218216729384,"2","3","4"
"181",181,151460002856,2,-0.625757,0.009334,0.058611,0.11696,-0.923018,-0.841878,66472.964776,0.82192,0.001106,0.000207,0.013804,NA,NA,NA,2.7444600781401e-09,607028.185697284,-0.841877953697938,-0.923017720094991,"2","3","4"
"182",182,151460002192,2,-0.176624,0.027824,0.081396,0.141599,0.29055,-0.789863,46092.421603,0.884093,0.000862,0.000126,0.004025,0,1.153967,0,3.04309095745326e-09,1474642.48412925,-0.789862568581838,0.290549810656217,"2","3","4"
"183",183,151460002144,2,-1.096285,0.020926,0.602966,0.603049,0.476285,0.603049,6886.659254,0.883316,0.000107,3.8e-05,0.001371,NA,NA,NA,3.12082070060645e-09,604189.767172867,0.603049305834595,0.476285160798263,"2","3","4"
"184",184,151460002200,2,-0.46713,0.026492,0.443689,0.443736,0.436297,0.443736,9386.501349,0.869042,0.00015,4.5e-05,0.001587,NA,NA,NA,3.05150667622358e-09,1358005.28316022,0.443736318623853,0.436296529264572,"2","3","4"
"185",185,151460002035,2,1.564358,0.041319,0.064623,-0.012019,-1.03724,-0.834713,29826.589164,0.871963,0.000482,8.7e-05,0.002933,NA,NA,NA,2.95574112795011e-09,1138086.99980724,-0.83471312457157,-1.03723976443902,"2","3","4"
"186",186,151460002587,2,0.757932,0.00014,-0.178505,-0.178527,-1.342478,-0.178527,144633.110826,0.831794,0.002325,0.000394,0.013728,0,0,30.713287,2.61961255471077e-09,681711.66201108,-0.178526515663004,-1.342478083306,"2","3","3"
"187",187,151460002538,2,-0.318654,0.046551,-1.123328,-1.123422,-1.227605,-1.123422,14653.924626,0.843495,0.00023,6.1e-05,0.001861,0,2.307935,0,2.83584388921612e-09,968126.381644791,-1.12342233527814,-1.22760543491843,"2","3","3"
"188",188,151460002801,2,0.61238,0.010848,0.068293,0.05907,0.430105,-0.800612,60444.420643,0.820607,0.00102,0.000195,0.01301,1.561045,0,0,2.68950160611506e-09,622499.313172805,-0.800612277526865,0.430104665652712,"2","3","4"
"189",189,151460002092,2,1.162523,0.014983,0.482057,0.48209,0.27415,0.48209,29818.278775,0.851638,0.000433,8.9e-05,0.005001,NA,NA,NA,2.50051720684279e-09,625523.862856844,0.482090165231897,0.274150347330591,"2","3","4"
"190",190,151460002859,2,-0.215489,0.001268,0.054395,0.024362,-1.084226,0.323109,111532.539896,0.827209,0.001897,0.000334,0.017299,NA,NA,NA,2.74080765375112e-09,642747.68717027,0.323108970559459,-1.08422590117898,"2","3","4"
"191",191,151460002067,2,2.097077,0.030829,-1.327578,-1.32769,-1.402327,-1.32769,16711.042379,0.862044,0.000268,6.5e-05,0.004085,NA,NA,NA,3.08419747967469e-09,1679543.04614733,-1.32769025086998,-1.40232689584452,"2","3","3"
"192",192,151460002508,2,0.783981,0.041128,0.073082,0.123214,-1.144116,-0.779969,19184.784105,0.835732,0.000264,7.2e-05,0.003275,NA,NA,NA,2.94066054175104e-09,1219365.72863292,-0.779968892635097,-1.14411645968712,"2","3","4"
"193",193,151460002160,2,0.303293,0.024946,0.508974,0.509009,-0.954928,0.509009,53328.356762,0.768539,0.000742,0.000178,0.045432,0,1.677617,0,2.8792437904102e-09,1314529.67434208,0.509008762465252,-0.954928003812429,"2","3","4"
"194",194,151460000169,2,-0.946031,0.000345,0.117186,0.254625,-0.14053,1.223434,240926.957538,0.84284,0.005136,0.000572,0.017494,NA,NA,NA,3.07204755416492e-09,1288977.28514642,1.22343372315441,-0.140529694689404,"2","3","4"
"195",195,151460002763,2,0.493731,0.011118,0.078956,0.164145,0.554782,0.595381,58339.309188,0.850299,0.000938,0.000164,0.005931,0,0,0,2.80877584640562e-09,701363.614108253,0.595381124190932,0.554782005903234,"2","3","5"
"196",196,151460002528,2,-1.464805,0.027852,0.080269,0.135047,-1.005507,-1.037203,58208.766615,0.843367,0.000997,0.000153,0.009612,NA,NA,NA,2.76813143970173e-09,1053402.38115228,-1.03720314739855,-1.00550695383433,"2","3","4"
"197",197,151460002032,NA,-0.831802,NA,0.080894,0.167383,NA,NA,41119.07915,0.872688,0.000726,0.000112,0.003164,NA,NA,NA,3.06944822821711e-09,1362226.69318146,NA,NA,NA,NA,NA
"198",198,151460002149,2,0.242495,0.008514,0.053487,-0.626753,0.345328,-0.785347,18701.658687,0.885049,0.00025,5.5e-05,0.003947,NA,NA,NA,2.98749545329693e-09,766189.327548041,-0.785346719014704,0.345328346740406,"2","3","4"
"199",199,151460002104,2,-1.98311,0.035397,0.076407,0.078265,-1.06474,0.446346,19529.196332,0.868171,2e-04,5.6e-05,0.00236,0,0,0,2.97015416505237e-09,722288.835894265,0.446346151357409,-1.06474013943661,"2","3","4"
"200",200,151460002209,2,0.955372,0.026649,0.070953,0.123656,0.291694,0.482863,24500.297417,0.895954,0.000372,7.4e-05,0.002878,1.080975,0.422958,0,3.20359621749792e-09,1822981.13423561,0.482862885197691,0.291693642526323,"2","3","4"
"201",201,151460002527,2,-2.78602,0.008843,-0.934374,-0.934459,-1.199849,-0.934459,123215.019533,0.84581,0.002083,0.000302,0.016841,0,0,84.461538,2.75902756131905e-09,1232350.08188383,-0.934459074432183,-1.19984939661637,"2","3","3"
"202",202,151460002165,2,-0.315367,0.009929,0.076165,0.123602,-0.025417,1.707429,6765.978185,0.890361,8.2e-05,3.6e-05,0.001158,NA,NA,NA,2.8528439655302e-09,1116030.49528182,1.70742915160632,-0.0254171463917599,"2","3","4"
"203",203,151460002180,2,-0.588503,0.014753,0.064851,-0.007979,-0.954831,0.575287,57020.992794,0.88117,0.000906,0.000146,0.010992,0,0,0.252879,3.06996090513494e-09,887028.48890214,0.575287311917062,-0.954831158263862,"2","3","4"
